"name";"region";"district";"externalID"
##Name;Bundesland;Landkreis/Kreisfreie Stadt;Externe ID
"Allmendingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425002"
"Altheim";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425004"
"Altheim (Alb)";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425005"
"Amstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425008"
"Asselfingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425011"
"Ballendorf";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425013"
"Balzheim";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425140"
"Beimerstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425014"
"Berghülen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425017"
"Bernstadt";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425019"
"Blaubeuren, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425020"
"Blaustein, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425141"
"Breitingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425024"
"Börslingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425022"
"Dietenheim, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425028"
"Dornstadt";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425031"
"Ehingen (Donau), St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425033"
"Emeringen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425035"
"Emerkingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425036"
"Erbach, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425039"
"Griesingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425050"
"Grundsheim";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425052"
"Hausen am Bussen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425055"
"Heroldstatt";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425139"
"Holzkirch";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425062"
"Hüttisheim";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425064"
"Illerkirchberg";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425137"
"Illerrieden";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425066"
"Laichingen, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425071"
"Langenau, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425072"
"Lauterach";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425073"
"Lonsee";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425075"
"Merklingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425079"
"Munderkingen, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425081"
"Neenstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425083"
"Nellingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425084"
"Nerenstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425085"
"Oberdischingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425088"
"Obermarchtal";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425090"
"Oberstadion";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425091"
"Rammingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425097"
"Rechtenstein";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425098"
"Rottenacker";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425104"
"Schelklingen, St";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425108"
"Schnürpflingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425110"
"Setzingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425112"
"Staig";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425138"
"Untermarchtal";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425123"
"Unterstadion";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425124"
"Unterwachingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425125"
"Weidenstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425130"
"Westerheim";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425134"
"Westerstetten";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425135"
"Öllingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425092"
"Öpfingen";"Baden-Württemberg";"LK Alb-Donau-Kreis";"08425093"
"Achstetten";"Baden-Württemberg";"LK Biberach";"08426001"
"Alleshausen";"Baden-Württemberg";"LK Biberach";"08426005"
"Allmannsweiler";"Baden-Württemberg";"LK Biberach";"08426006"
"Altheim";"Baden-Württemberg";"LK Biberach";"08426008"
"Attenweiler";"Baden-Württemberg";"LK Biberach";"08426011"
"Bad Buchau, St";"Baden-Württemberg";"LK Biberach";"08426013"
"Bad Schussenried, St";"Baden-Württemberg";"LK Biberach";"08426014"
"Berkheim";"Baden-Württemberg";"LK Biberach";"08426019"
"Betzenweiler";"Baden-Württemberg";"LK Biberach";"08426020"
"Biberach an der Riß, St";"Baden-Württemberg";"LK Biberach";"08426021"
"Burgrieden";"Baden-Württemberg";"LK Biberach";"08426028"
"Dettingen an der Iller";"Baden-Württemberg";"LK Biberach";"08426031"
"Dürmentingen";"Baden-Württemberg";"LK Biberach";"08426035"
"Dürnau";"Baden-Württemberg";"LK Biberach";"08426036"
"Eberhardzell";"Baden-Württemberg";"LK Biberach";"08426038"
"Erlenmoos";"Baden-Württemberg";"LK Biberach";"08426043"
"Erolzheim";"Baden-Württemberg";"LK Biberach";"08426044"
"Ertingen";"Baden-Württemberg";"LK Biberach";"08426045"
"Gutenzell-Hürbel";"Baden-Württemberg";"LK Biberach";"08426135"
"Hochdorf";"Baden-Württemberg";"LK Biberach";"08426058"
"Ingoldingen";"Baden-Württemberg";"LK Biberach";"08426062"
"Kanzach";"Baden-Württemberg";"LK Biberach";"08426064"
"Kirchberg an der Iller";"Baden-Württemberg";"LK Biberach";"08426065"
"Kirchdorf an der Iller";"Baden-Württemberg";"LK Biberach";"08426066"
"Langenenslingen";"Baden-Württemberg";"LK Biberach";"08426067"
"Laupheim, St";"Baden-Württemberg";"LK Biberach";"08426070"
"Maselheim";"Baden-Württemberg";"LK Biberach";"08426071"
"Mietingen";"Baden-Württemberg";"LK Biberach";"08426073"
"Mittelbiberach";"Baden-Württemberg";"LK Biberach";"08426074"
"Moosburg";"Baden-Württemberg";"LK Biberach";"08426078"
"Ochsenhausen, St";"Baden-Württemberg";"LK Biberach";"08426087"
"Oggelshausen";"Baden-Württemberg";"LK Biberach";"08426090"
"Riedlingen, St";"Baden-Württemberg";"LK Biberach";"08426097"
"Rot an der Rot";"Baden-Württemberg";"LK Biberach";"08426100"
"Schemmerhofen";"Baden-Württemberg";"LK Biberach";"08426134"
"Schwendi";"Baden-Württemberg";"LK Biberach";"08426108"
"Seekirch";"Baden-Württemberg";"LK Biberach";"08426109"
"Steinhausen an der Rottum";"Baden-Württemberg";"LK Biberach";"08426113"
"Tannheim";"Baden-Württemberg";"LK Biberach";"08426117"
"Tiefenbach";"Baden-Württemberg";"LK Biberach";"08426118"
"Ummendorf";"Baden-Württemberg";"LK Biberach";"08426120"
"Unlingen";"Baden-Württemberg";"LK Biberach";"08426121"
"Uttenweiler";"Baden-Württemberg";"LK Biberach";"08426124"
"Wain";"Baden-Württemberg";"LK Biberach";"08426125"
"Warthausen";"Baden-Württemberg";"LK Biberach";"08426128"
"Bermatingen";"Baden-Württemberg";"LK Bodenseekreis";"08435005"
"Daisendorf";"Baden-Württemberg";"LK Bodenseekreis";"08435010"
"Deggenhausertal";"Baden-Württemberg";"LK Bodenseekreis";"08435067"
"Eriskirch";"Baden-Württemberg";"LK Bodenseekreis";"08435013"
"Frickingen";"Baden-Württemberg";"LK Bodenseekreis";"08435015"
"Friedrichshafen, St";"Baden-Württemberg";"LK Bodenseekreis";"08435016"
"Hagnau am Bodensee";"Baden-Württemberg";"LK Bodenseekreis";"08435018"
"Heiligenberg";"Baden-Württemberg";"LK Bodenseekreis";"08435020"
"Immenstaad am Bodensee";"Baden-Württemberg";"LK Bodenseekreis";"08435024"
"Kressbronn am Bodensee";"Baden-Württemberg";"LK Bodenseekreis";"08435029"
"Langenargen";"Baden-Württemberg";"LK Bodenseekreis";"08435030"
"Markdorf, St";"Baden-Württemberg";"LK Bodenseekreis";"08435034"
"Meckenbeuren";"Baden-Württemberg";"LK Bodenseekreis";"08435035"
"Meersburg, St";"Baden-Württemberg";"LK Bodenseekreis";"08435036"
"Neukirch";"Baden-Württemberg";"LK Bodenseekreis";"08435042"
"Oberteuringen";"Baden-Württemberg";"LK Bodenseekreis";"08435045"
"Owingen";"Baden-Württemberg";"LK Bodenseekreis";"08435047"
"Salem";"Baden-Württemberg";"LK Bodenseekreis";"08435052"
"Sipplingen";"Baden-Württemberg";"LK Bodenseekreis";"08435053"
"Stetten";"Baden-Württemberg";"LK Bodenseekreis";"08435054"
"Tettnang, St";"Baden-Württemberg";"LK Bodenseekreis";"08435057"
"Uhldingen-Mühlhofen";"Baden-Württemberg";"LK Bodenseekreis";"08435066"
"Überlingen, St";"Baden-Württemberg";"LK Bodenseekreis";"08435059"
"Au";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315003"
"Auggen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315004"
"Bad Krozingen, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315006"
"Badenweiler";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315007"
"Ballrechten-Dottingen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315008"
"Bollschweil";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315014"
"Breisach am Rhein, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315015"
"Breitnau";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315016"
"Buchenbach";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315020"
"Buggingen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315022"
"Bötzingen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315013"
"Ebringen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315028"
"Ehrenkirchen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315131"
"Eichstetten am Kaiserstuhl";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315030"
"Eisenbach (Hochschwarzwald)";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315031"
"Eschbach";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315033"
"Feldberg (Schwarzwald)";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315037"
"Friedenweiler";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315039"
"Glottertal";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315041"
"Gottenheim";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315043"
"Gundelfingen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315047"
"Hartheim am Rhein";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315048"
"Heitersheim, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315050"
"Heuweiler";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315051"
"Hinterzarten";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315052"
"Horben";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315056"
"Ihringen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315059"
"Kirchzarten";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315064"
"Lenzkirch";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315068"
"Löffingen, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315070"
"March";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315132"
"Merdingen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315072"
"Merzhausen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315073"
"Müllheim, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315074"
"Münstertal/Schwarzwald";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315130"
"Neuenburg am Rhein, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315076"
"Oberried";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315084"
"Pfaffenweiler";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315089"
"Schallstadt";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315098"
"Schluchsee";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315102"
"St. Märgen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315094"
"St. Peter";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315095"
"Staufen im Breisgau, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315108"
"Stegen";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315109"
"Sulzburg, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315111"
"Sölden";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315107"
"Titisee-Neustadt, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315113"
"Umkirch";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315115"
"Vogtsburg im Kaiserstuhl, St";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315133"
"Wittnau";"Baden-Württemberg";"LK Breisgau-Hochschwarzwald";"08315125"
"Aidlingen";"Baden-Württemberg";"LK Böblingen";"08115001"
"Altdorf";"Baden-Württemberg";"LK Böblingen";"08115002"
"Bondorf";"Baden-Württemberg";"LK Böblingen";"08115004"
"Böblingen, St";"Baden-Württemberg";"LK Böblingen";"08115003"
"Deckenpfronn";"Baden-Württemberg";"LK Böblingen";"08115010"
"Ehningen";"Baden-Württemberg";"LK Böblingen";"08115013"
"Grafenau";"Baden-Württemberg";"LK Böblingen";"08115054"
"Gärtringen";"Baden-Württemberg";"LK Böblingen";"08115015"
"Gäufelden";"Baden-Württemberg";"LK Böblingen";"08115016"
"Herrenberg, St";"Baden-Württemberg";"LK Böblingen";"08115021"
"Hildrizhausen";"Baden-Württemberg";"LK Böblingen";"08115022"
"Holzgerlingen, St";"Baden-Württemberg";"LK Böblingen";"08115024"
"Jettingen";"Baden-Württemberg";"LK Böblingen";"08115053"
"Leonberg, St";"Baden-Württemberg";"LK Böblingen";"08115028"
"Magstadt";"Baden-Württemberg";"LK Böblingen";"08115029"
"Mötzingen";"Baden-Württemberg";"LK Böblingen";"08115034"
"Nufringen";"Baden-Württemberg";"LK Böblingen";"08115037"
"Renningen, St";"Baden-Württemberg";"LK Böblingen";"08115041"
"Rutesheim, St";"Baden-Württemberg";"LK Böblingen";"08115042"
"Schönaich";"Baden-Württemberg";"LK Böblingen";"08115044"
"Sindelfingen, St";"Baden-Württemberg";"LK Böblingen";"08115045"
"Steinenbronn";"Baden-Württemberg";"LK Böblingen";"08115046"
"Waldenbuch, St";"Baden-Württemberg";"LK Böblingen";"08115048"
"Weil der St, St";"Baden-Württemberg";"LK Böblingen";"08115050"
"Weil im Schönbuch";"Baden-Württemberg";"LK Böblingen";"08115051"
"Weissach";"Baden-Württemberg";"LK Böblingen";"08115052"
"Altensteig, St";"Baden-Württemberg";"LK Calw";"08235006"
"Althengstett";"Baden-Württemberg";"LK Calw";"08235007"
"Bad Herrenalb, St";"Baden-Württemberg";"LK Calw";"08235033"
"Bad Liebenzell, St";"Baden-Württemberg";"LK Calw";"08235008"
"Bad Teinach-Zavelstein, St";"Baden-Württemberg";"LK Calw";"08235084"
"Bad Wildbad, St";"Baden-Württemberg";"LK Calw";"08235079"
"Calw, St";"Baden-Württemberg";"LK Calw";"08235085"
"Dobel";"Baden-Württemberg";"LK Calw";"08235018"
"Ebhausen";"Baden-Württemberg";"LK Calw";"08235020"
"Egenhausen";"Baden-Württemberg";"LK Calw";"08235022"
"Enzklösterle";"Baden-Württemberg";"LK Calw";"08235025"
"Gechingen";"Baden-Württemberg";"LK Calw";"08235029"
"Haiterbach, St";"Baden-Württemberg";"LK Calw";"08235032"
"Höfen an der Enz";"Baden-Württemberg";"LK Calw";"08235035"
"Nagold, St";"Baden-Württemberg";"LK Calw";"08235046"
"Neubulach, St";"Baden-Württemberg";"LK Calw";"08235047"
"Neuweiler";"Baden-Württemberg";"LK Calw";"08235050"
"Oberreichenbach";"Baden-Württemberg";"LK Calw";"08235055"
"Ostelsheim";"Baden-Württemberg";"LK Calw";"08235057"
"Rohrdorf";"Baden-Württemberg";"LK Calw";"08235060"
"Schömberg";"Baden-Württemberg";"LK Calw";"08235065"
"Simmersfeld";"Baden-Württemberg";"LK Calw";"08235066"
"Simmozheim";"Baden-Württemberg";"LK Calw";"08235067"
"Unterreichenbach";"Baden-Württemberg";"LK Calw";"08235073"
"Wildberg, St";"Baden-Württemberg";"LK Calw";"08235080"
"Bahlingen am Kaiserstuhl";"Baden-Württemberg";"LK Emmendingen";"08316002"
"Biederbach";"Baden-Württemberg";"LK Emmendingen";"08316003"
"Denzlingen";"Baden-Württemberg";"LK Emmendingen";"08316009"
"Elzach, St";"Baden-Württemberg";"LK Emmendingen";"08316010"
"Emmendingen, St";"Baden-Württemberg";"LK Emmendingen";"08316011"
"Endingen am Kaiserstuhl, St";"Baden-Württemberg";"LK Emmendingen";"08316012"
"Forchheim";"Baden-Württemberg";"LK Emmendingen";"08316013"
"Freiamt";"Baden-Württemberg";"LK Emmendingen";"08316054"
"Gutach im Breisgau";"Baden-Württemberg";"LK Emmendingen";"08316014"
"Herbolzheim, St";"Baden-Württemberg";"LK Emmendingen";"08316017"
"Kenzingen, St";"Baden-Württemberg";"LK Emmendingen";"08316020"
"Malterdingen";"Baden-Württemberg";"LK Emmendingen";"08316024"
"Reute";"Baden-Württemberg";"LK Emmendingen";"08316036"
"Rheinhausen";"Baden-Württemberg";"LK Emmendingen";"08316053"
"Riegel am Kaiserstuhl";"Baden-Württemberg";"LK Emmendingen";"08316037"
"Sasbach am Kaiserstuhl";"Baden-Württemberg";"LK Emmendingen";"08316038"
"Sexau";"Baden-Württemberg";"LK Emmendingen";"08316039"
"Simonswald";"Baden-Württemberg";"LK Emmendingen";"08316042"
"Teningen";"Baden-Württemberg";"LK Emmendingen";"08316043"
"Vörstetten";"Baden-Württemberg";"LK Emmendingen";"08316045"
"Waldkirch, St";"Baden-Württemberg";"LK Emmendingen";"08316056"
"Weisweil";"Baden-Württemberg";"LK Emmendingen";"08316049"
"Winden im Elztal";"Baden-Württemberg";"LK Emmendingen";"08316055"
"Wyhl am Kaiserstuhl";"Baden-Württemberg";"LK Emmendingen";"08316051"
"Birkenfeld";"Baden-Württemberg";"LK Enzkreis";"08236004"
"Eisingen";"Baden-Württemberg";"LK Enzkreis";"08236011"
"Engelsbrand";"Baden-Württemberg";"LK Enzkreis";"08236013"
"Friolzheim";"Baden-Württemberg";"LK Enzkreis";"08236019"
"Heimsheim, St";"Baden-Württemberg";"LK Enzkreis";"08236025"
"Illingen";"Baden-Württemberg";"LK Enzkreis";"08236028"
"Ispringen";"Baden-Württemberg";"LK Enzkreis";"08236030"
"Keltern";"Baden-Württemberg";"LK Enzkreis";"08236070"
"Kieselbronn";"Baden-Württemberg";"LK Enzkreis";"08236031"
"Knittlingen, St";"Baden-Württemberg";"LK Enzkreis";"08236033"
"Kämpfelbach";"Baden-Württemberg";"LK Enzkreis";"08236074"
"Königsbach-Stein";"Baden-Württemberg";"LK Enzkreis";"08236076"
"Maulbronn, St";"Baden-Württemberg";"LK Enzkreis";"08236038"
"Mönsheim";"Baden-Württemberg";"LK Enzkreis";"08236039"
"Mühlacker, St";"Baden-Württemberg";"LK Enzkreis";"08236040"
"Neuenbürg, St";"Baden-Württemberg";"LK Enzkreis";"08236043"
"Neuhausen";"Baden-Württemberg";"LK Enzkreis";"08236044"
"Neulingen";"Baden-Württemberg";"LK Enzkreis";"08236073"
"Niefern-Öschelbronn";"Baden-Württemberg";"LK Enzkreis";"08236046"
"Remchingen";"Baden-Württemberg";"LK Enzkreis";"08236071"
"Sternenfels";"Baden-Württemberg";"LK Enzkreis";"08236061"
"Straubenhardt";"Baden-Württemberg";"LK Enzkreis";"08236072"
"Tiefenbronn";"Baden-Württemberg";"LK Enzkreis";"08236062"
"Wiernsheim";"Baden-Württemberg";"LK Enzkreis";"08236065"
"Wimsheim";"Baden-Württemberg";"LK Enzkreis";"08236067"
"Wurmberg";"Baden-Württemberg";"LK Enzkreis";"08236068"
"Ölbronn-Dürrn";"Baden-Württemberg";"LK Enzkreis";"08236075"
"Ötisheim";"Baden-Württemberg";"LK Enzkreis";"08236050"
"Aichtal, St";"Baden-Württemberg";"LK Esslingen";"08116081"
"Aichwald";"Baden-Württemberg";"LK Esslingen";"08116076"
"Altbach";"Baden-Württemberg";"LK Esslingen";"08116004"
"Altdorf";"Baden-Württemberg";"LK Esslingen";"08116005"
"Altenriet";"Baden-Württemberg";"LK Esslingen";"08116006"
"Baltmannsweiler";"Baden-Württemberg";"LK Esslingen";"08116007"
"Bempflingen";"Baden-Württemberg";"LK Esslingen";"08116008"
"Beuren";"Baden-Württemberg";"LK Esslingen";"08116011"
"Bissingen an der Teck";"Baden-Württemberg";"LK Esslingen";"08116012"
"Deizisau";"Baden-Württemberg";"LK Esslingen";"08116014"
"Denkendorf";"Baden-Württemberg";"LK Esslingen";"08116015"
"Dettingen unter Teck";"Baden-Württemberg";"LK Esslingen";"08116016"
"Erkenbrechtsweiler";"Baden-Württemberg";"LK Esslingen";"08116018"
"Esslingen am Neckar, St";"Baden-Württemberg";"LK Esslingen";"08116019"
"Filderstadt, St";"Baden-Württemberg";"LK Esslingen";"08116077"
"Frickenhausen";"Baden-Württemberg";"LK Esslingen";"08116020"
"Großbettlingen";"Baden-Württemberg";"LK Esslingen";"08116022"
"Hochdorf";"Baden-Württemberg";"LK Esslingen";"08116027"
"Holzmaden";"Baden-Württemberg";"LK Esslingen";"08116029"
"Kirchheim unter Teck, St";"Baden-Württemberg";"LK Esslingen";"08116033"
"Kohlberg";"Baden-Württemberg";"LK Esslingen";"08116036"
"Köngen";"Baden-Württemberg";"LK Esslingen";"08116035"
"Leinfelden-Echterdingen, St";"Baden-Württemberg";"LK Esslingen";"08116078"
"Lenningen";"Baden-Württemberg";"LK Esslingen";"08116079"
"Lichtenwald";"Baden-Württemberg";"LK Esslingen";"08116037"
"Neckartailfingen";"Baden-Württemberg";"LK Esslingen";"08116041"
"Neckartenzlingen";"Baden-Württemberg";"LK Esslingen";"08116042"
"Neidlingen";"Baden-Württemberg";"LK Esslingen";"08116043"
"Neuffen, St";"Baden-Württemberg";"LK Esslingen";"08116046"
"Neuhausen auf den Fildern";"Baden-Württemberg";"LK Esslingen";"08116047"
"Notzingen";"Baden-Württemberg";"LK Esslingen";"08116048"
"Nürtingen, St";"Baden-Württemberg";"LK Esslingen";"08116049"
"Oberboihingen";"Baden-Württemberg";"LK Esslingen";"08116050"
"Ohmden";"Baden-Württemberg";"LK Esslingen";"08116053"
"Ostfildern, St";"Baden-Württemberg";"LK Esslingen";"08116080"
"Owen, St";"Baden-Württemberg";"LK Esslingen";"08116054"
"Plochingen, St";"Baden-Württemberg";"LK Esslingen";"08116056"
"Reichenbach an der Fils";"Baden-Württemberg";"LK Esslingen";"08116058"
"Schlaitdorf";"Baden-Württemberg";"LK Esslingen";"08116063"
"Unterensingen";"Baden-Württemberg";"LK Esslingen";"08116068"
"Weilheim an der Teck, St";"Baden-Württemberg";"LK Esslingen";"08116070"
"Wendlingen am Neckar, St";"Baden-Württemberg";"LK Esslingen";"08116071"
"Wernau (Neckar), St";"Baden-Württemberg";"LK Esslingen";"08116072"
"Wolfschlugen";"Baden-Württemberg";"LK Esslingen";"08116073"
"Alpirsbach, St";"Baden-Württemberg";"LK Freudenstadt";"08237002"
"Bad Rippoldsau-Schapbach";"Baden-Württemberg";"LK Freudenstadt";"08237075"
"Baiersbronn";"Baden-Württemberg";"LK Freudenstadt";"08237004"
"Betzweiler-Wälde";"Baden-Württemberg";"LK Freudenstadt";"08237008"
"Dornstetten, St";"Baden-Württemberg";"LK Freudenstadt";"08237019"
"Empfingen";"Baden-Württemberg";"LK Freudenstadt";"08237024"
"Eutingen im Gäu";"Baden-Württemberg";"LK Freudenstadt";"08237027"
"Freudenstadt, St";"Baden-Württemberg";"LK Freudenstadt";"08237028"
"Glatten";"Baden-Württemberg";"LK Freudenstadt";"08237030"
"Grömbach";"Baden-Württemberg";"LK Freudenstadt";"08237032"
"Horb am Neckar, St";"Baden-Württemberg";"LK Freudenstadt";"08237040"
"Loßburg";"Baden-Württemberg";"LK Freudenstadt";"08237045"
"Pfalzgrafenweiler";"Baden-Württemberg";"LK Freudenstadt";"08237054"
"Schopfloch";"Baden-Württemberg";"LK Freudenstadt";"08237061"
"Seewald";"Baden-Württemberg";"LK Freudenstadt";"08237073"
"Waldachtal";"Baden-Württemberg";"LK Freudenstadt";"08237074"
"Wörnersberg";"Baden-Württemberg";"LK Freudenstadt";"08237072"
"Adelberg";"Baden-Württemberg";"LK Göppingen";"08117001"
"Aichelberg";"Baden-Württemberg";"LK Göppingen";"08117002"
"Albershausen";"Baden-Württemberg";"LK Göppingen";"08117003"
"Bad Boll";"Baden-Württemberg";"LK Göppingen";"08117012"
"Bad Ditzenbach";"Baden-Württemberg";"LK Göppingen";"08117006"
"Bad Überkingen";"Baden-Württemberg";"LK Göppingen";"08117007"
"Birenbach";"Baden-Württemberg";"LK Göppingen";"08117009"
"Böhmenkirch";"Baden-Württemberg";"LK Göppingen";"08117010"
"Börtlingen";"Baden-Württemberg";"LK Göppingen";"08117011"
"Deggingen";"Baden-Württemberg";"LK Göppingen";"08117014"
"Donzdorf, St";"Baden-Württemberg";"LK Göppingen";"08117015"
"Drackenstein";"Baden-Württemberg";"LK Göppingen";"08117016"
"Dürnau";"Baden-Württemberg";"LK Göppingen";"08117017"
"Ebersbach an der Fils, St";"Baden-Württemberg";"LK Göppingen";"08117018"
"Eislingen/Fils, St";"Baden-Württemberg";"LK Göppingen";"08117019"
"Eschenbach";"Baden-Württemberg";"LK Göppingen";"08117020"
"Gammelshausen";"Baden-Württemberg";"LK Göppingen";"08117023"
"Geislingen an der Steige, St";"Baden-Württemberg";"LK Göppingen";"08117024"
"Gingen an der Fils";"Baden-Württemberg";"LK Göppingen";"08117025"
"Gruibingen";"Baden-Württemberg";"LK Göppingen";"08117028"
"Göppingen, St";"Baden-Württemberg";"LK Göppingen";"08117026"
"Hattenhofen";"Baden-Württemberg";"LK Göppingen";"08117029"
"Heiningen";"Baden-Württemberg";"LK Göppingen";"08117030"
"Hohenstadt";"Baden-Württemberg";"LK Göppingen";"08117031"
"Kuchen";"Baden-Württemberg";"LK Göppingen";"08117033"
"Lauterstein, St";"Baden-Württemberg";"LK Göppingen";"08117061"
"Mühlhausen im Täle";"Baden-Württemberg";"LK Göppingen";"08117035"
"Ottenbach";"Baden-Württemberg";"LK Göppingen";"08117037"
"Rechberghausen";"Baden-Württemberg";"LK Göppingen";"08117038"
"Salach";"Baden-Württemberg";"LK Göppingen";"08117042"
"Schlat";"Baden-Württemberg";"LK Göppingen";"08117043"
"Schlierbach";"Baden-Württemberg";"LK Göppingen";"08117044"
